PRODUCT_ID,PRODUCT,TYPE,UNIT PRICE,UNIT,QTY,TOTAL SALES,CURRENCY,STORE,COUNTRY,YEAR
35,peas,vegetables,3.0,kg,87742,1353101.1,EUR,Store A,Germany,2019
36,eggplant,vegetables,1.5,kg,15718,1376678.1,EUR,Store A,Germany,2019
1,banana,fruits,0.5,kg,54893,27446.5,EUR,Store B,Germany,2019
2,apple,fruits,0.7,kg,31161,49259.2,EUR,Store B,Germany,2019
3,pear,fruits,0.6,kg,28554,66391.6,EUR,Store B,Germany,2019
4,grapes,fruits,1.2,kg,50762,127306.0,EUR,Store B,Germany,2019
5,orange,fruits,0.8,kg,20529,143729.2,EUR,Store B,Germany,2019
6,kiwi,fruits,0.9,piece,58125,196041.7,EUR,Store B,Germany,2019
7,watermelon,fruits,5.0,kg,46475,428416.7,EUR,Store B,Germany,2019
8,pomegranate,fruits,2.5,kg,24561,489819.2,EUR,Store B,Germany,2019
9,pineapple,fruits,1.5,piece,27784,531495.2,EUR,Store B,Germany,2019
10,mango,fruits,2.0,piece,28757,589009.2,EUR,Store B,Germany,2019
11,cucumber,vegetables,0.4,piece,6926,591779.6,EUR,Store B,Germany,2019
12,carrot,vegetables,0.3,kg,48291,606266.9,EUR,Store B,Germany,2019
13,capsicum,vegetables,0.5,kg,53872,633202.9,EUR,Store B,Germany,2019
14,onion,vegetables,0.2,kg,7598,634722.5,EUR,Store B,Germany,2019
15,potato,vegetables,0.3,kg,44304,648013.7,EUR,Store B,Germany,2019
16,lemon,vegetables,0.4,kg,20799,656333.3,EUR,Store B,Germany,2019
17,tomato,vegetables,0.6,kg,59489,692026.7,EUR,Store B,Germany,2019
18,raddish,vegetables,0.3,kg,55605,708708.2,EUR,Store B,Germany,2019
19,beetroot,vegetables,0.4,kg,8151,711968.6,EUR,Store B,Germany,2019
20,cabbage,vegetables,0.5,piece,11956,717946.6,EUR,Store B,Germany,2019
21,lettuce,vegetables,0.6,piece,52515,749455.6,EUR,Store B,Germany,2019
22,spinach,vegetables,0.7,kg,36661,775118.3,EUR,Store B,Germany,2019
23,soy bean,vegetables,0.8,kg,20338,791388.7,EUR,Store B,Germany,2019
24,cauliflower,vegetables,0.6,piece,27033,807608.5,EUR,Store B,Germany,2019
25,bell pepper,vegetables,0.7,kg,28304,827421.3,EUR,Store B,Germany,2019
26,chilli pepper,vegetables,0.5,kg,75987,865414.8,EUR,Store B,Germany,2019
27,turnip,vegetables,0.4,kg,13923,870984.0,EUR,Store B,Germany,2019
28,corn,vegetables,0.3,kg,41032,883293.6,EUR,Store B,Germany,2019
29,sweetcorn,vegetables,0.4,kg,26644,893951.2,EUR,Store B,Germany,2019
30,sweet potato,vegetables,0.5,kg,61610,924756.2,EUR,Store B,Germany,2019
31,paprika,vegetables,2.0,kg,44647,1014050.2,EUR,Store B,Germany,2019
32,jalepeno,vegetables,2.0,kg,4929,1023908.2,EUR,Store B,Germany,2019
33,ginger,vegetables,1.5,kg,15625,1047345.7,EUR,Store B,Germany,2019
34,garlic,vegetables,1.5,kg,12807,1066556.2,EUR,Store B,Germany,2019
35,peas,vegetables,3.0,kg,6118,1084910.2,EUR,Store B,Germany,2019
36,eggplant,vegetables,1.5,kg,627,1085850.7,EUR,Store B,Germany,2019
1,banana,fruits,0.5,kg,42117,21058.5,EUR,Store C,Germany,2019
2,apple,fruits,0.7,kg,45310,52775.5,EUR,Store C,Germany,2019
3,pear,fruits,0.6,kg,79211,100302.1,EUR,Store C,Germany,2019
4,grapes,fruits,1.2,kg,13647,116678.5,EUR,Store C,Germany,2019
5,orange,fruits,0.8,kg,3836,119747.3,EUR,Store C,Germany,2019
6,kiwi,fruits,0.9,piece,17111,135147.2,EUR,Store C,Germany,2019
7,watermelon,fruits,5.0,kg,49139,380842.2,EUR,Store C,Germany,2019
8,pomegranate,fruits,2.5,kg,14262,416497.2,EUR,Store C,Germany,2019
9,pineapple,fruits,1.5,piece,35964,470443.2,EUR,Store C,Germany,2019
10,mango,fruits,2.0,piece,9172,488787.2,EUR,Store C,Germany,2019
11,cucumber,vegetables,0.4,piece,42845,505925.2,EUR,Store C,Germany,2019
12,carrot,vegetables,0.3,kg,94,505953.4,EUR,Store C,Germany,2019
13,capsicum,vegetables,0.5,kg,29266,520586.4,EUR,Store C,Germany,2019
14,onion,vegetables,0.2,kg,10814,522749.2,EUR,Store C,Germany,2019
15,potato,vegetables,0.3,kg,83795,547887.7,EUR,Store C,Germany,2019
16,lemon,vegetables,0.4,kg,59229,571579.3,EUR,Store C,Germany,2019
17,tomato,vegetables,0.6,kg,12390,579013.3,EUR,Store C,Germany,2019
18,raddish,vegetables,0.3,kg,52209,594676.0,EUR,Store C,Germany,2019
19,beetroot,vegetables,0.4,kg,48365,614022.0,EUR,Store C,Germany,2019
20,cabbage,vegetables,0.5,piece,47739,637891.5,EUR,Store C,Germany,2019
21,lettuce,vegetables,0.6,piece,39789,661764.9,EUR,Store C,Germany,2019
22,spinach,vegetables,0.7,kg,30238,682931.5,EUR,Store C,Germany,2019
23,soy bean,vegetables,0.8,kg,12639,693042.7,EUR,Store C,Germany,2019
24,cauliflower,vegetables,0.6,piece,32311,712429.3,EUR,Store C,Germany,2019
25,bell pepper,vegetables,0.7,kg,29555,733117.8,EUR,Store C,Germany,2019
26,chilli pepper,vegetables,0.5,kg,8851,737543.3,EUR,Store C,Germany,2019
27,turnip,vegetables,0.4,kg,51914,758308.9,EUR,Store C,Germany,2019
28,corn,vegetables,0.3,kg,32254,767985.1,EUR,Store C,Germany,2019
29,sweetcorn,vegetables,0.4,kg,20678,776256.3,EUR,Store C,Germany,2019
30,sweet potato,vegetables,0.5,kg,14449,783480.8,EUR,Store C,Germany,2019
31,paprika,vegetables,2.0,kg,74926,933332.8,EUR,Store C,Germany,2019
32,jalepeno,vegetables,2.0,kg,36469,1006270.8,EUR,Store C,Germany,2019
33,ginger,vegetables,1.5,kg,19113,1034940.3,EUR,Store C,Germany,2019
34,garlic,vegetables,1.5,kg,2882,1039263.3,EUR,Store C,Germany,2019
35,peas,vegetables,3.0,kg,46592,1179039.3,EUR,Store C,Germany,2019
36,eggplant,vegetables,1.5,kg,2840,1183299.3,EUR,Store C,Germany,2019
1,banana,fruits,0.5,kg,38587,19293.5,EUR,Store D,Germany,2019
2,apple,fruits,0.7,kg,54859,57694.8,EUR,Store D,Germany,2019
3,pear,fruits,0.6,kg,78152,104586.0,EUR,Store D,Germany,2019
4,grapes,fruits,1.2,kg,4082,109484.4,EUR,Store D,Germany,2019
5,orange,fruits,0.8,kg,57349,155363.6,EUR,Store D,Germany,2019
6,kiwi,fruits,0.9,piece,16220,169961.6,EUR,Store D,Germany,2019
7,watermelon,fruits,5.0,kg,28853,314226.6,EUR,Store D,Germany,2019
8,pomegranate,fruits,2.5,kg,47872,433906.6,EUR,Store D,Germany,2019
9,pineapple,fruits,1.5,piece,4193,440196.1,EUR,Store D,Germany,2019
10,mango,fruits,2.0,piece,7033,454262.1,EUR,Store D,Germany,2019
11,cucumber,vegetables,0.4,piece,59895,478220.1,EUR,Store D,Germany,2019
12,carrot,vegetables,0.3,kg,20672,484421.7,EUR,Store D,Germany,2019
13,capsicum,vegetables,0.5,kg,20334,494588.7,EUR,Store D,Germany,2019
14,onion,vegetables,0.2,kg,2696,495127.9,EUR,Store D,Germany,2019
15,potato,vegetables,0.3,kg,19926,501105.7,EUR,Store D,Germany,2019
16,lemon,vegetables,0.4,kg,27168,511972.9,EUR,Store D,Germany,2019
17,tomato,vegetables,0.6,kg,6938,516135.7,EUR,Store D,Germany,2019
18,raddish,vegetables,0.3,kg,52726,531953.5,EUR,Store D,Germany,2019
19,beetroot,vegetables,0.4,kg,10256,536055.9,EUR,Store D,Germany,2019
20,cabbage,vegetables,0.5,piece,45830,558970.9,EUR,Store D,Germany,2019
21,lettuce,vegetables,0.6,piece,23156,572864.5,EUR,Store D,Germany,2019
22,spinach,vegetables,0.7,kg,28936,593119.7,EUR,Store D,Germany,2019
23,soy bean,vegetables,0.8,kg,18577,607981.3,EUR,Store D,Germany,2019
24,cauliflower,vegetables,0.6,piece,86197,659699.5,EUR,Store D,Germany,2019
25,bell pepper,vegetables,0.7,kg,42904,689732.3,EUR,Store D,Germany,2019
26,chilli pepper,vegetables,0.5,kg,13910,696687.3,EUR,Store D,Germany,2019
27,turnip,vegetables,0.4,kg,11394,701244.9,EUR,Store D,Germany,2019
28,corn,vegetables,0.3,kg,44463,714583.8,EUR,Store D,Germany,2019
29,sweetcorn,vegetables,0.4,kg,22108,723427.0,EUR,Store D,Germany,2019
30,sweet potato,vegetables,0.5,kg,34012,740433.0,EUR,Store D,Germany,2019
31,paprika,vegetables,2.0,kg,42749,825931.0,EUR,Store D,Germany,2019
32,jalepeno,vegetables,2.0,kg,31715,889361.0,EUR,Store D,Germany,2019
33,ginger,vegetables,1.5,kg,9215,903183.5,EUR,Store D,Germany,2019
34,garlic,vegetables,1.5,kg,2957,907619.0,EUR,Store D,Germany,2019
35,peas,vegetables,3.0,kg,52772,1065935.0,EUR,Store D,Germany,2019
36,eggplant,vegetables,1.5,kg,17631,1092381.5,EUR,Store D,Germany,2019
1,banana,fruits,0.5,kg,9291,4645.5,EUR,Store E,Germany,2019
2,apple,fruits,0.7,kg,52635,41490.0,EUR,Store E,Germany,2019
3,pear,fruits,0.6,kg,48311,70476.6,EUR,Store E,Germany,2019
4,grapes,fruits,1.2,kg,48103,128200.2,EUR,Store E,Germany,2019
5,orange,fruits,0.8,kg,78342,190873.8,EUR,Store E,Germany,2019
6,kiwi,fruits,0.9,piece,80114,262976.4,EUR,Store E,Germany,2019
7,watermelon,fruits,5.0,kg,29603,410991.4,EUR,Store E,Germany,2019
8,pomegranate,fruits,2.5,kg,5479,424688.9,EUR,Store E,Germany,2019
9,pineapple,fruits,1.5,piece,8258,437075.9,EUR,Store E,Germany,2019
10,mango,fruits,2.0,piece,33399,503873.9,EUR,Store E,Germany,2019
11,cucumber,vegetables,0.4,piece,3241,505170.3,EUR,Store E,Germany,2019
12,carrot,vegetables,0.3,kg,20995,511468.8,EUR,Store E,Germany,2019
13,capsicum,vegetables,0.5,kg,61040,541988.8,EUR,Store E,Germany,2019
14,onion,vegetables,0.2,kg,52959,552580.6,EUR,Store E,Germany,2019
15,potato,vegetables,0.3,kg,49608,567463.0,EUR,Store E,Germany,2019
16,lemon,vegetables,0.4,kg,494,567660.6,EUR,Store E,Germany,2019
17,tomato,vegetables,0.6,kg,8498,572759.4,EUR,Store E,Germany,2019
18,raddish,vegetables,0.3,kg,45729,586478.1,EUR,Store E,Germany,2019
19,beetroot,vegetables,0.4,kg,55115,608524.1,EUR,Store E,Germany,2019
20,cabbage,vegetables,0.5,piece,14766,615907.1,EUR,Store E,Germany,2019
21,lettuce,vegetables,0.6,piece,9491,621601.7,EUR,Store E,Germany,2019
22,spinach,vegetables,0.7,kg,28076,641254.9,EUR,Store E,Germany,2019
23,soy bean,vegetables,0.8,kg,28597,664132.5,EUR,Store E,Germany,2019
24,cauliflower,vegetables,0.6,piece,52390,695566.5,EUR,Store E,Germany,2019
25,bell pepper,vegetables,0.7,kg,86809,756332.8,EUR,Store E,Germany,2019
26,chilli pepper,vegetables,0.5,kg,2667,757666.3,EUR,Store E,Germany,2019
27,turnip,vegetables,0.4,kg,70921,786034.7,EUR,Store E,Germany,2019
28,corn,vegetables,0.3,kg,56133,802874.6,EUR,Store E,Germany,2019
29,sweetcorn,vegetables,0.4,kg,24275,812584.6,EUR,Store E,Germany,2019
30,sweet potato,vegetables,0.5,kg,9966,817567.6,EUR,Store E,Germany,2019
31,paprika,vegetables,2.0,kg,89431,996429.6,EUR,Store E,Germany,2019
32,jalepeno,vegetables,2.0,kg,86914,1170257.6,EUR,Store E,Germany,2019
33,ginger,vegetables,1.5,kg,72045,1278325.1,EUR,Store E,Germany,2019
34,garlic,vegetables,1.5,kg,53940,1359235.1,EUR,Store E,Germany,2019
35,peas,vegetables,3.0,kg,17895,1412920.1,EUR,Store E,Germany,2019
36,eggplant,vegetables,1.5,kg,24248,1449292.1,EUR,Store E,Germany,2019
1,banana,fruits,0.5,kg,47017,23508.5,EUR,Store A,Germany,2020
2,apple,fruits,0.7,kg,39832,51390.9,EUR,Store A,Germany,2020
3,pear,fruits,0.6,kg,20314,63579.3,EUR,Store A,Germany,2020
4,grapes,fruits,1.2,kg,18589,85886.1,EUR,Store A,Germany,2020
5,orange,fruits,0.8,kg,14610,97574.1,EUR,Store A,Germany,2020
6,kiwi,fruits,0.9,piece,39544,133163.7,EUR,Store A,Germany,2020
7,watermelon,fruits,5.0,kg,21873,242528.7,EUR,Store A,Germany,2020
8,pomegranate,fruits,2.5,kg,63409,401051.2,EUR,Store A,Germany,2020
9,pineapple,fruits,1.5,piece,24747,438171.7,EUR,Store A,Germany,2020
10,mango,fruits,2.0,piece,5512,449195.7,EUR,Store A,Germany,2020
11,cucumber,vegetables,0.4,piece,46192,467672.5,EUR,Store A,Germany,2020
12,carrot,vegetables,0.3,kg,27456,475909.3,EUR,Store A,Germany,2020
13,capsicum,vegetables,0.5,kg,51621,501719.8,EUR,Store A,Germany,2020
14,onion,vegetables,0.2,kg,32627,508245.2,EUR,Store A,Germany,2020
15,potato,vegetables,0.3,kg,25299,515834.9,EUR,Store A,Germany,2020
16,lemon,vegetables,0.4,kg,19952,523815.7,EUR,Store A,Germany,2020
17,tomato,vegetables,0.6,kg,16482,533704.9,EUR,Store A,Germany,2020
18,raddish,vegetables,0.3,kg,5785,535440.4,EUR,Store A,Germany,2020
19,beetroot,vegetables,0.4,kg,45704,553722.0,EUR,Store A,Germany,2020
20,cabbage,vegetables,0.5,piece,29561,568502.5,EUR,Store A,Germany,2020
21,lettuce,vegetables,0.6,piece,3616,570672.1,EUR,Store A,Germany,2020
22,spinach,vegetables,0.7,kg,23485,587111.6,EUR,Store A,Germany,2020
23,soy bean,vegetables,0.8,kg,6929,592654.8,EUR,Store A,Germany,2020
24,cauliflower,vegetables,0.6,piece,37478,615141.6,EUR,Store A,Germany,2020
25,bell pepper,vegetables,0.7,kg,7363,620295.7,EUR,Store A,Germany,2020
26,chilli pepper,vegetables,0.5,kg,48050,644320.7,EUR,Store A,Germany,2020
27,turnip,vegetables,0.4,kg,76662,674985.5,EUR,Store A,Germany,2020
28,corn,vegetables,0.3,kg,17626,680273.3,EUR,Store A,Germany,2020
29,sweetcorn,vegetables,0.4,kg,34911,694237.7,EUR,Store A,Germany,2020
30,sweet potato,vegetables,0.5,kg,56456,722465.7,EUR,Store A,Germany,2020
31,paprika,vegetables,2.0,kg,32531,787527.7,EUR,Store A,Germany,2020
32,jalepeno,vegetables,2.0,kg,8159,803845.7,EUR,Store A,Germany,2020
33,ginger,vegetables,1.5,kg,83197,928641.2,EUR,Store A,Germany,2020
34,garlic,vegetables,1.5,kg,13074,948252.2,EUR,Store A,Germany,2020
35,peas,vegetables,3.0,kg,84132,1200648.2,EUR,Store A,Germany,2020
36,eggplant,vegetables,1.5,kg,22146,1233867.2,EUR,Store A,Germany,2020
1,banana,fruits,0.5,kg,11715,5857.5,EUR,Store B,Germany,2020
2,apple,fruits,0.7,kg,23896,22584.7,EUR,Store B,Germany,2020
3,pear,fruits,0.6,kg,87810,75270.7,EUR,Store B,Germany,2020
4,grapes,fruits,1.2,kg,60195,147504.7,EUR,Store B,Germany,2020
5,orange,fruits,0.8,kg,7841,153777.5,EUR,Store B,Germany,2020
6,kiwi,fruits,0.9,piece,26432,177566.3,EUR,Store B,Germany,2020
7,watermelon,fruits,5.0,kg,848,181806.3,EUR,Store B,Germany,2020
8,pomegranate,fruits,2.5,kg,29934,256641.3,EUR,Store B,Germany,2020
9,pineapple,fruits,1.5,piece,22333,290140.8,EUR,Store B,Germany,2020
10,mango,fruits,2.0,piece,5261,300662.8,EUR,Store B,Germany,2020
11,cucumber,vegetables,0.4,piece,79,300694.4,EUR,Store B,Germany,2020
12,carrot,vegetables,0.3,kg,26622,308681.0,EUR,Store B,Germany,2020
13,capsicum,vegetables,0.5,kg,49402,333382.0,EUR,Store B,Germany,2020
14,onion,vegetables,0.2,kg,16599,336701.8,EUR,Store B,Germany,2020
15,potato,vegetables,0.3,kg,3320,337697.8,EUR,Store B,Germany,2020
16,lemon,vegetables,0.4,kg,40184,353771.4,EUR,Store B,Germany,2020
17,tomato,vegetables,0.6,kg,40122,377844.6,EUR,Store B,Germany,2020
18,raddish,vegetables,0.3,kg,20112,383878.2,EUR,Store B,Germany,2020
19,beetroot,vegetables,0.4,kg,23253,393179.4,EUR,Store B,Germany,2020
20,cabbage,vegetables,0.5,piece,6053,396205.9,EUR,Store B,Germany,2020
21,lettuce,vegetables,0.6,piece,45468,423486.7,EUR,Store B,Germany,2020
22,spinach,vegetables,0.7,kg,73129,474677.0,EUR,Store B,Germany,2020
23,soy bean,vegetables,0.8,kg,4667,478410.6,EUR,Store B,Germany,2020
24,cauliflower,vegetables,0.6,piece,57072,512653.8,EUR,Store B,Germany,2020
25,bell pepper,vegetables,0.7,kg,39087,540014.7,EUR,Store B,Germany,2020
26,chilli pepper,vegetables,0.5,kg,52995,566512.2,EUR,Store B,Germany,2020
27,turnip,vegetables,0.4,kg,16938,573287.4,EUR,Store B,Germany,2020
28,corn,vegetables,0.3,kg,51819,588833.1,EUR,Store B,Germany,2020
29,sweetcorn,vegetables,0.4,kg,12705,593915.1,EUR,Store B,Germany,2020
30,sweet potato,vegetables,0.5,kg,47747,617788.6,EUR,Store B,Germany,2020
31,paprika,vegetables,2.0,kg,6246,630280.6,EUR,Store B,Germany,2020
32,jalepeno,vegetables,2.0,kg,80155,790590.6,EUR,Store B,Germany,2020
33,ginger,vegetables,1.5,kg,81065,912188.1,EUR,Store B,Germany,2020
34,garlic,vegetables,1.5,kg,5542,920501.1,EUR,Store B,Germany,2020
35,peas,vegetables,3.0,kg,64601,1114304.1,EUR,Store B,Germany,2020
36,eggplant,vegetables,1.5,kg,14590,1136189.1,EUR,Store B,Germany,2020
1,banana,fruits,0.5,kg,32761,16380.5,EUR,Store C,Germany,2020
2,apple,fruits,0.7,kg,51161,52193.2,EUR,Store C,Germany,2020
3,pear,fruits,0.6,kg,129,52270.6,EUR,Store C,Germany,2020
4,grapes,fruits,1.2,kg,44964,106227.4,EUR,Store C,Germany,2020
5,orange,fruits,0.8,kg,68956,161392.2,EUR,Store C,Germany,2020
6,kiwi,fruits,0.9,piece,48440,204988.2,EUR,Store C,Germany,2020
7,watermelon,fruits,5.0,kg,21134,310658.2,EUR,Store C,Germany,2020
8,pomegranate,fruits,2.5,kg,7493,329390.7,EUR,Store C,Germany,2020
9,pineapple,fruits,1.5,piece,6158,338627.7,EUR,Store C,Germany,2020
10,mango,fruits,2.0,piece,4204,347035.7,EUR,Store C,Germany,2020
11,cucumber,vegetables,0.4,piece,26711,357720.1,EUR,Store C,Germany,2020
12,carrot,vegetables,0.3,kg,7359,359927.8,EUR,Store C,Germany,2020
13,capsicum,vegetables,0.5,kg,23097,371476.3,EUR,Store C,Germany,2020
14,onion,vegetables,0.2,kg,61039,383684.1,EUR,Store C,Germany,2020
15,potato,vegetables,0.3,kg,87969,410074.8,EUR,Store C,Germany,2020
16,lemon,vegetables,0.4,kg,11581,414707.2,EUR,Store C,Germany,2020
17,tomato,vegetables,0.6,kg,2365,416126.2,EUR,Store C,Germany,2020
18,raddish,vegetables,0.3,kg,30705,425337.7,EUR,Store C,Germany,2020
19,beetroot,vegetables,0.4,kg,85499,459537.3,EUR,Store C,Germany,2020
20,cabbage,vegetables,0.5,piece,17121,468097.8,EUR,Store C,Germany,2020
21,lettuce,vegetables,0.6,piece,53554,500230.2,EUR,Store C,Germany,2020
22,spinach,vegetables,0.7,kg,15424,511027.0,EUR,Store C,Germany,2020
23,soy bean,vegetables,0.8,kg,7256,516831.8,EUR,Store C,Germany,2020
24,cauliflower,vegetables,0.6,piece,12848,524540.6,EUR,Store C,Germany,2020
25,bell pepper,vegetables,0.7,kg,20469,538868.9,EUR,Store C,Germany,2020
26,chilli pepper,vegetables,0.5,kg,18995,548366.4,EUR,Store C,Germany,2020
27,turnip,vegetables,0.4,kg,24663,558231.6,EUR,Store C,Germany,2020
28,corn,vegetables,0.3,kg,1785,558767.1,EUR,Store C,Germany,2020
29,sweetcorn,vegetables,0.4,kg,82260,591671.1,EUR,Store C,Germany,2020
30,sweet potato,vegetables,0.5,kg,4517,593929.6,EUR,Store C,Germany,2020
31,paprika,vegetables,2.0,kg,41709,677347.6,EUR,Store C,Germany,2020
32,jalepeno,vegetables,2.0,kg,32351,742049.6,EUR,Store C,Germany,2020
33,ginger,vegetables,1.5,kg,27446,783218.6,EUR,Store C,Germany,2020
34,garlic,vegetables,1.5,kg,7299,794167.1,EUR,Store C,Germany,2020
35,peas,vegetables,3.0,kg,47828,937651.1,EUR,Store C,Germany,2020
36,eggplant,vegetables,1.5,kg,42169,1000904.6,EUR,Store C,Germany,2020
1,banana,fruits,0.5,kg,5731,2865.5,EUR,Store D,Germany,2020
2,apple,fruits,0.7,kg,20764,17400.3,EUR,Store D,Germany,2020
3,pear,fruits,0.6,kg,22233,30740.1,EUR,Store D,Germany,2020
4,grapes,fruits,1.2,kg,52343,93551.7,EUR,Store D,Germany,2020
5,orange,fruits,0.8,kg,35789,122182.9,EUR,Store D,Germany,2020
6,kiwi,fruits,0.9,piece,52574,169499.5,EUR,Store D,Germany,2020
7,watermelon,fruits,5.0,kg,42685,382924.5,EUR,Store D,Germany,2020
8,pomegranate,fruits,2.5,kg,74497,569167.0,EUR,Store D,Germany,2020
9,pineapple,fruits,1.5,piece,35627,622607.5,EUR,Store D,Germany,2020
10,mango,fruits,2.0,piece,85408,793423.5,EUR,Store D,Germany,2020
11,cucumber,vegetables,0.4,piece,48061,812647.9,EUR,Store D,Germany,2020
12,carrot,vegetables,0.3,kg,29399,821467.6,EUR,Store D,Germany,2020
13,capsicum,vegetables,0.5,kg,25203,834069.1,EUR,Store D,Germany,2020
14,onion,vegetables,0.2,kg,4155,834900.1,EUR,Store D,Germany,2020
15,potato,vegetables,0.3,kg,33242,844872.7,EUR,Store D,Germany,2020
16,lemon,vegetables,0.4,kg,32229,857764.3,EUR,Store D,Germany,2020
17,tomato,vegetables,0.6,kg,15892,867299.5,EUR,Store D,Germany,2020
18,raddish,vegetables,0.3,kg,47703,881610.4,EUR,Store D,Germany,2020
19,beetroot,vegetables,0.4,kg,8903,885171.6,EUR,Store D,Germany,2020
20,cabbage,vegetables,0.5,piece,49305,909824.1,EUR,Store D,Germany,2020
21,lettuce,vegetables,0.6,piece,12685,917435.1,EUR,Store D,Germany,2020
22,spinach,vegetables,0.7,kg,2196,918972.3,EUR,Store D,Germany,2020
23,soy bean,vegetables,0.8,kg,22828,937234.7,EUR,Store D,Germany,2020
24,cauliflower,vegetables,0.6,piece,50172,967337.9,EUR,Store D,Germany,2020
25,bell pepper,vegetables,0.7,kg,81012,1024046.3,EUR,Store D,Germany,2020
26,chilli pepper,vegetables,0.5,kg,44732,1046412.3,EUR,Store D,Germany,2020
27,turnip,vegetables,0.4,kg,11524,1051021.9,EUR,Store D,Germany,2020
28,corn,vegetables,0.3,kg,56641,1068014.2,EUR,Store D,Germany,2020
29,sweetcorn,vegetables,0.4,kg,17331,1074946.6,EUR,Store D,Germany,2020
30,sweet potato,vegetables,0.5,kg,17920,1083906.6,EUR,Store D,Germany,2020
31,paprika,vegetables,2.0,kg,18698,1121302.6,EUR,Store D,Germany,2020
32,jalepeno,vegetables,2.0,kg,18141,1157584.6,EUR,Store D,Germany,2020
33,ginger,vegetables,1.5,kg,87169,1288338.1,EUR,Store D,Germany,2020
34,garlic,vegetables,1.5,kg,17687,1314868.6,EUR,Store D,Germany,2020
35,peas,vegetables,3.0,kg,7418,1337122.6,EUR,Store D,Germany,2020
36,eggplant,vegetables,1.5,kg,76536,1451926.6,EUR,Store D,Germany,2020
1,banana,fruits,0.5,kg,28729,14364.5,EUR,Store E,Germany,2020
2,apple,fruits,0.7,kg,4199,17303.8,EUR,Store E,Germany,2020
3,pear,fruits,0.6,kg,37889,40037.2,EUR,Store E,Germany,2020
4,grapes,fruits,1.2,kg,19617,63577.6,EUR,Store E,Germany,2020
5,orange,fruits,0.8,kg,2250,65377.6,EUR,Store E,Germany,2020
6,kiwi,fruits,0.9,piece,22381,85520.5,EUR,Store E,Germany,2020
7,watermelon,fruits,5.0,kg,5701,114025.5,EUR,Store E,Germany,2020
8,pomegranate,fruits,2.5,kg,3764,123435.5,EUR,Store E,Germany,2020
9,pineapple,fruits,1.5,piece,13767,144086.0,EUR,Store E,Germany,2020
10,mango,fruits,2.0,piece,28721,201528.0,EUR,Store E,Germany,2020
11,cucumber,vegetables,0.4,piece,18649,208987.6,EUR,Store E,Germany,2020
