PRODUCT_ID,PRODUCT,TYPE,UNIT PRICE,UNIT,QTY,TOTAL SALES,CURRENCY,STORE,COUNTRY,YEAR
34,garlic,vegetables,1.4565,kg,2770,316192.85,EUR,Store A,Switzerland,2019
35,peas,vegetables,2.913,kg,2887,324602.68,EUR,Store A,Switzerland,2019
36,eggplant,vegetables,1.4565,kg,9895,339014.75,EUR,Store A,Switzerland,2019
1,banana,fruits,0.4855,kg,12778,6203.72,EUR,Store B,Switzerland,2019
2,apple,fruits,0.6797,kg,18352,18677.57,EUR,Store B,Switzerland,2019
3,pear,fruits,0.5826,kg,17029,28598.67,EUR,Store B,Switzerland,2019
4,grapes,fruits,1.1652,kg,13110,43874.44,EUR,Store B,Switzerland,2019
5,orange,fruits,0.7768,kg,10294,51870.82,EUR,Store B,Switzerland,2019
6,kiwi,fruits,0.8739,piece,15229,65179.44,EUR,Store B,Switzerland,2019
7,watermelon,fruits,4.8549999999999995,kg,4023,84711.11,EUR,Store B,Switzerland,2019
8,pomegranate,fruits,2.4274999999999998,kg,2331,90369.61,EUR,Store B,Switzerland,2019
9,pineapple,fruits,1.4565,piece,5191,97930.3,EUR,Store B,Switzerland,2019
10,mango,fruits,1.942,piece,7396,112293.33,EUR,Store B,Switzerland,2019
11,cucumber,vegetables,0.3884,piece,26041,122407.66,EUR,Store B,Switzerland,2019
12,carrot,vegetables,0.2913,kg,26839,130225.86,EUR,Store B,Switzerland,2019
13,capsicum,vegetables,0.4855,kg,9667,134919.19,EUR,Store B,Switzerland,2019
14,onion,vegetables,0.1942,kg,4099,135715.21,EUR,Store B,Switzerland,2019
15,potato,vegetables,0.2913,kg,4218,136943.92,EUR,Store B,Switzerland,2019
16,lemon,vegetables,0.3884,kg,6141,139329.08,EUR,Store B,Switzerland,2019
17,tomato,vegetables,0.5826,kg,14514,147784.94,EUR,Store B,Switzerland,2019
18,raddish,vegetables,0.2913,kg,1130,148114.11,EUR,Store B,Switzerland,2019
19,beetroot,vegetables,0.3884,kg,7731,151116.83,EUR,Store B,Switzerland,2019
20,cabbage,vegetables,0.4855,piece,8685,155333.39,EUR,Store B,Switzerland,2019
21,lettuce,vegetables,0.5826,piece,7344,159612.01,EUR,Store B,Switzerland,2019
22,spinach,vegetables,0.6797,kg,4680,162793.01,EUR,Store B,Switzerland,2019
23,soy bean,vegetables,0.7768,kg,12088,172182.96,EUR,Store B,Switzerland,2019
24,cauliflower,vegetables,0.5826,piece,9268,177582.5,EUR,Store B,Switzerland,2019
25,bell pepper,vegetables,0.6797,kg,11075,185110.18,EUR,Store B,Switzerland,2019
26,chilli pepper,vegetables,0.4855,kg,6864,188442.65,EUR,Store B,Switzerland,2019
27,turnip,vegetables,0.3884,kg,3640,189856.43,EUR,Store B,Switzerland,2019
28,corn,vegetables,0.2913,kg,5914,191579.17,EUR,Store B,Switzerland,2019
29,sweetcorn,vegetables,0.3884,kg,407,191737.25,EUR,Store B,Switzerland,2019
30,sweet potato,vegetables,0.4855,kg,2598,192998.58,EUR,Store B,Switzerland,2019
31,paprika,vegetables,1.942,kg,15280,222672.34,EUR,Store B,Switzerland,2019
32,jalepeno,vegetables,1.942,kg,3092,228677.01,EUR,Store B,Switzerland,2019
33,ginger,vegetables,1.4565,kg,4042,234564.18,EUR,Store B,Switzerland,2019
34,garlic,vegetables,1.4565,kg,8936,247579.46,EUR,Store B,Switzerland,2019
35,peas,vegetables,2.913,kg,17047,297237.37,EUR,Store B,Switzerland,2019
36,eggplant,vegetables,1.4565,kg,2675,301133.51,EUR,Store B,Switzerland,2019
1,banana,fruits,0.4855,kg,15404,7478.64,EUR,Store C,Switzerland,2019
2,apple,fruits,0.6797,kg,4427,10487.67,EUR,Store C,Switzerland,2019
3,pear,fruits,0.5826,kg,4594,13164.14,EUR,Store C,Switzerland,2019
4,grapes,fruits,1.1652,kg,13759,29196.13,EUR,Store C,Switzerland,2019
5,orange,fruits,0.7768,kg,25248,48808.77,EUR,Store C,Switzerland,2019
6,kiwi,fruits,0.8739,piece,6168,54198.99,EUR,Store C,Switzerland,2019
7,watermelon,fruits,4.8549999999999995,kg,19553,149128.8,EUR,Store C,Switzerland,2019
8,pomegranate,fruits,2.4274999999999998,kg,538,150434.8,EUR,Store C,Switzerland,2019
9,pineapple,fruits,1.4565,piece,14938,172191.99,EUR,Store C,Switzerland,2019
10,mango,fruits,1.942,piece,18014,207175.18,EUR,Store C,Switzerland,2019
11,cucumber,vegetables,0.3884,piece,6364,209646.96,EUR,Store C,Switzerland,2019
12,carrot,vegetables,0.2913,kg,9390,212382.27,EUR,Store C,Switzerland,2019
13,capsicum,vegetables,0.4855,kg,13705,219036.04,EUR,Store C,Switzerland,2019
14,onion,vegetables,0.1942,kg,7635,220518.76,EUR,Store C,Switzerland,2019
15,potato,vegetables,0.2913,kg,1074,220831.62,EUR,Store C,Switzerland,2019
16,lemon,vegetables,0.3884,kg,7216,223634.31,EUR,Store C,Switzerland,2019
17,tomato,vegetables,0.5826,kg,27301,239539.87,EUR,Store C,Switzerland,2019
18,raddish,vegetables,0.2913,kg,28585,247866.68,EUR,Store C,Switzerland,2019
19,beetroot,vegetables,0.3884,kg,8418,251136.24,EUR,Store C,Switzerland,2019
20,cabbage,vegetables,0.4855,piece,2560,252379.12,EUR,Store C,Switzerland,2019
21,lettuce,vegetables,0.5826,piece,9352,257827.59,EUR,Store C,Switzerland,2019
22,spinach,vegetables,0.6797,kg,1021,258521.56,EUR,Store C,Switzerland,2019
23,soy bean,vegetables,0.7768,kg,6869,263857.4,EUR,Store C,Switzerland,2019
24,cauliflower,vegetables,0.5826,piece,589,264200.56,EUR,Store C,Switzerland,2019
25,bell pepper,vegetables,0.6797,kg,18985,277104.66,EUR,Store C,Switzerland,2019
26,chilli pepper,vegetables,0.4855,kg,13036,283433.64,EUR,Store C,Switzerland,2019
27,turnip,vegetables,0.3884,kg,16295,289762.62,EUR,Store C,Switzerland,2019
28,corn,vegetables,0.2913,kg,7214,291864.05,EUR,Store C,Switzerland,2019
29,sweetcorn,vegetables,0.3884,kg,16954,298448.99,EUR,Store C,Switzerland,2019
30,sweet potato,vegetables,0.4855,kg,12923,304723.1,EUR,Store C,Switzerland,2019
31,paprika,vegetables,1.942,kg,1552,307737.09,EUR,Store C,Switzerland,2019
32,jalepeno,vegetables,1.942,kg,12827,332647.12,EUR,Store C,Switzerland,2019
33,ginger,vegetables,1.4565,kg,8868,345563.36,EUR,Store C,Switzerland,2019
34,garlic,vegetables,1.4565,kg,17805,371496.35,EUR,Store C,Switzerland,2019
35,peas,vegetables,2.913,kg,13803,411704.49,EUR,Store C,Switzerland,2019
36,eggplant,vegetables,1.4565,kg,18991,439364.88,EUR,Store C,Switzerland,2019
1,banana,fruits,0.4855,kg,10029,4869.08,EUR,Store D,Switzerland,2019
2,apple,fruits,0.6797,kg,27150,23322.93,EUR,Store D,Switzerland,2019
3,pear,fruits,0.5826,kg,19430,34642.85,EUR,Store D,Switzerland,2019
4,grapes,fruits,1.1652,kg,16745,54154.13,EUR,Store D,Switzerland,2019
5,orange,fruits,0.7768,kg,18789,68749.42,EUR,Store D,Switzerland,2019
6,kiwi,fruits,0.8739,piece,2821,71214.69,EUR,Store D,Switzerland,2019
7,watermelon,fruits,4.8549999999999995,kg,20800,172198.69,EUR,Store D,Switzerland,2019
8,pomegranate,fruits,2.4274999999999998,kg,979,174575.22,EUR,Store D,Switzerland,2019
9,pineapple,fruits,1.4565,piece,17193,199616.82,EUR,Store D,Switzerland,2019
10,mango,fruits,1.942,piece,16080,230844.18,EUR,Store D,Switzerland,2019
11,cucumber,vegetables,0.3884,piece,20305,238730.64,EUR,Store D,Switzerland,2019
12,carrot,vegetables,0.2913,kg,9742,241568.49,EUR,Store D,Switzerland,2019
13,capsicum,vegetables,0.4855,kg,9747,246300.66,EUR,Store D,Switzerland,2019
14,onion,vegetables,0.1942,kg,9606,248166.14,EUR,Store D,Switzerland,2019
15,potato,vegetables,0.2913,kg,19502,253847.07,EUR,Store D,Switzerland,2019
16,lemon,vegetables,0.3884,kg,6096,256214.76,EUR,Store D,Switzerland,2019
17,tomato,vegetables,0.5826,kg,1800,257263.44,EUR,Store D,Switzerland,2019
18,raddish,vegetables,0.2913,kg,8322,259687.64,EUR,Store D,Switzerland,2019
19,beetroot,vegetables,0.3884,kg,3743,261141.42,EUR,Store D,Switzerland,2019
20,cabbage,vegetables,0.4855,piece,29204,275319.96,EUR,Store D,Switzerland,2019
21,lettuce,vegetables,0.5826,piece,7860,279899.2,EUR,Store D,Switzerland,2019
22,spinach,vegetables,0.6797,kg,16967,291431.67,EUR,Store D,Switzerland,2019
23,soy bean,vegetables,0.7768,kg,27076,312464.3,EUR,Store D,Switzerland,2019
24,cauliflower,vegetables,0.5826,piece,2741,314061.21,EUR,Store D,Switzerland,2019
25,bell pepper,vegetables,0.6797,kg,8518,319850.9,EUR,Store D,Switzerland,2019
26,chilli pepper,vegetables,0.4855,kg,2115,320877.73,EUR,Store D,Switzerland,2019
27,turnip,vegetables,0.3884,kg,3291,322155.95,EUR,Store D,Switzerland,2019
28,corn,vegetables,0.2913,kg,1287,322530.86,EUR,Store D,Switzerland,2019
29,sweetcorn,vegetables,0.3884,kg,12623,327433.63,EUR,Store D,Switzerland,2019
30,sweet potato,vegetables,0.4855,kg,4841,329783.93,EUR,Store D,Switzerland,2019
31,paprika,vegetables,1.942,kg,15529,359941.25,EUR,Store D,Switzerland,2019
32,jalepeno,vegetables,1.942,kg,3815,367349.98,EUR,Store D,Switzerland,2019
33,ginger,vegetables,1.4565,kg,5091,374765.02,EUR,Store D,Switzerland,2019
34,garlic,vegetables,1.4565,kg,16645,399008.47,EUR,Store D,Switzerland,2019
35,peas,vegetables,2.913,kg,284,399835.76,EUR,Store D,Switzerland,2019
36,eggplant,vegetables,1.4565,kg,2205,403047.34,EUR,Store D,Switzerland,2019
1,banana,fruits,0.4855,kg,2577,1251.13,EUR,Store E,Switzerland,2019
2,apple,fruits,0.6797,kg,14399,11038.13,EUR,Store E,Switzerland,2019
3,pear,fruits,0.5826,kg,275,11198.35,EUR,Store E,Switzerland,2019
4,grapes,fruits,1.1652,kg,4034,15898.77,EUR,Store E,Switzerland,2019
5,orange,fruits,0.7768,kg,9563,23327.3,EUR,Store E,Switzerland,2019
6,kiwi,fruits,0.8739,piece,4697,27432.01,EUR,Store E,Switzerland,2019
7,watermelon,fruits,4.8549999999999995,kg,1470,34568.86,EUR,Store E,Switzerland,2019
8,pomegranate,fruits,2.4274999999999998,kg,5033,46786.47,EUR,Store E,Switzerland,2019
9,pineapple,fruits,1.4565,piece,3632,52076.48,EUR,Store E,Switzerland,2019
10,mango,fruits,1.942,piece,6902,65480.16,EUR,Store E,Switzerland,2019
11,cucumber,vegetables,0.3884,piece,17472,72266.29,EUR,Store E,Switzerland,2019
12,carrot,vegetables,0.2913,kg,18057,77526.29,EUR,Store E,Switzerland,2019
13,capsicum,vegetables,0.4855,kg,27166,90715.38,EUR,Store E,Switzerland,2019
14,onion,vegetables,0.1942,kg,1062,90921.62,EUR,Store E,Switzerland,2019
15,potato,vegetables,0.2913,kg,1160,91259.53,EUR,Store E,Switzerland,2019
16,lemon,vegetables,0.3884,kg,11729,95815.08,EUR,Store E,Switzerland,2019
17,tomato,vegetables,0.5826,kg,4414,98386.67,EUR,Store E,Switzerland,2019
18,raddish,vegetables,0.2913,kg,18183,103683.38,EUR,Store E,Switzerland,2019
19,beetroot,vegetables,0.3884,kg,12329,108471.96,EUR,Store E,Switzerland,2019
20,cabbage,vegetables,0.4855,piece,8667,112679.79,EUR,Store E,Switzerland,2019
21,lettuce,vegetables,0.5826,piece,6781,116630.4,EUR,Store E,Switzerland,2019
22,spinach,vegetables,0.6797,kg,4247,119517.09,EUR,Store E,Switzerland,2019
23,soy bean,vegetables,0.7768,kg,7840,125607.2,EUR,Store E,Switzerland,2019
24,cauliflower,vegetables,0.5826,piece,790,126067.45,EUR,Store E,Switzerland,2019
25,bell pepper,vegetables,0.6797,kg,17049,137655.66,EUR,Store E,Switzerland,2019
26,chilli pepper,vegetables,0.4855,kg,10820,142908.77,EUR,Store E,Switzerland,2019
27,turnip,vegetables,0.3884,kg,20068,150703.18,EUR,Store E,Switzerland,2019
28,corn,vegetables,0.2913,kg,2876,151540.96,EUR,Store E,Switzerland,2019
29,sweetcorn,vegetables,0.3884,kg,13387,156740.47,EUR,Store E,Switzerland,2019
30,sweet potato,vegetables,0.4855,kg,15014,164029.77,EUR,Store E,Switzerland,2019
31,paprika,vegetables,1.942,kg,6257,176180.86,EUR,Store E,Switzerland,2019
32,jalepeno,vegetables,1.942,kg,24159,223097.64,EUR,Store E,Switzerland,2019
33,ginger,vegetables,1.4565,kg,6297,232269.22,EUR,Store E,Switzerland,2019
34,garlic,vegetables,1.4565,kg,3600,237512.62,EUR,Store E,Switzerland,2019
35,peas,vegetables,2.913,kg,3157,246708.96,EUR,Store E,Switzerland,2019
36,eggplant,vegetables,1.4565,kg,2923,250966.31,EUR,Store E,Switzerland,2019
1,banana,fruits,0.4855,kg,10953,5317.68,EUR,Store A,Switzerland,2020
2,apple,fruits,0.6797,kg,7770,10598.95,EUR,Store A,Switzerland,2020
3,pear,fruits,0.5826,kg,27317,26513.83,EUR,Store A,Switzerland,2020
4,grapes,fruits,1.1652,kg,1313,28043.74,EUR,Store A,Switzerland,2020
5,orange,fruits,0.7768,kg,5579,32377.51,EUR,Store A,Switzerland,2020
6,kiwi,fruits,0.8739,piece,8486,39793.42,EUR,Store A,Switzerland,2020
7,watermelon,fruits,4.8549999999999995,kg,2463,51751.29,EUR,Store A,Switzerland,2020
8,pomegranate,fruits,2.4274999999999998,kg,7217,69270.56,EUR,Store A,Switzerland,2020
9,pineapple,fruits,1.4565,piece,5685,77550.76,EUR,Store A,Switzerland,2020
10,mango,fruits,1.942,piece,5249,87744.32,EUR,Store A,Switzerland,2020
11,cucumber,vegetables,0.3884,piece,18879,95076.92,EUR,Store A,Switzerland,2020
12,carrot,vegetables,0.2913,kg,2414,95780.12,EUR,Store A,Switzerland,2020
13,capsicum,vegetables,0.4855,kg,1038,96284.07,EUR,Store A,Switzerland,2020
14,onion,vegetables,0.1942,kg,6294,97506.36,EUR,Store A,Switzerland,2020
15,potato,vegetables,0.2913,kg,13623,101474.74,EUR,Store A,Switzerland,2020
16,lemon,vegetables,0.3884,kg,4398,103182.93,EUR,Store A,Switzerland,2020
17,tomato,vegetables,0.5826,kg,1194,103878.55,EUR,Store A,Switzerland,2020
18,raddish,vegetables,0.2913,kg,13910,107930.53,EUR,Store A,Switzerland,2020
19,beetroot,vegetables,0.3884,kg,2415,108868.52,EUR,Store A,Switzerland,2020
20,cabbage,vegetables,0.4855,piece,3964,110793.04,EUR,Store A,Switzerland,2020
21,lettuce,vegetables,0.5826,piece,29647,128065.38,EUR,Store A,Switzerland,2020
22,spinach,vegetables,0.6797,kg,13317,137116.95,EUR,Store A,Switzerland,2020
23,soy bean,vegetables,0.7768,kg,3286,139669.51,EUR,Store A,Switzerland,2020
24,cauliflower,vegetables,0.5826,piece,27942,155948.52,EUR,Store A,Switzerland,2020
25,bell pepper,vegetables,0.6797,kg,27211,174443.84,EUR,Store A,Switzerland,2020
26,chilli pepper,vegetables,0.4855,kg,1072,174964.3,EUR,Store A,Switzerland,2020
27,turnip,vegetables,0.3884,kg,88,174998.48,EUR,Store A,Switzerland,2020
28,corn,vegetables,0.2913,kg,8284,177411.6,EUR,Store A,Switzerland,2020
29,sweetcorn,vegetables,0.3884,kg,2343,178321.63,EUR,Store A,Switzerland,2020
30,sweet potato,vegetables,0.4855,kg,5787,181131.21,EUR,Store A,Switzerland,2020
31,paprika,vegetables,1.942,kg,25468,230590.07,EUR,Store A,Switzerland,2020
32,jalepeno,vegetables,1.942,kg,7858,245850.31,EUR,Store A,Switzerland,2020
33,ginger,vegetables,1.4565,kg,18844,273296.59,EUR,Store A,Switzerland,2020
34,garlic,vegetables,1.4565,kg,6351,282546.82,EUR,Store A,Switzerland,2020
35,peas,vegetables,2.913,kg,29820,369412.48,EUR,Store A,Switzerland,2020
36,eggplant,vegetables,1.4565,kg,16683,393711.27,EUR,Store A,Switzerland,2020
1,banana,fruits,0.4855,kg,15891,7715.08,EUR,Store B,Switzerland,2020
2,apple,fruits,0.6797,kg,12866,16460.1,EUR,Store B,Switzerland,2020
3,pear,fruits,0.5826,kg,10792,22747.52,EUR,Store B,Switzerland,2020
4,grapes,fruits,1.1652,kg,3847,27230.04,EUR,Store B,Switzerland,2020
5,orange,fruits,0.7768,kg,4573,30782.35,EUR,Store B,Switzerland,2020
6,kiwi,fruits,0.8739,piece,1284,31904.44,EUR,Store B,Switzerland,2020
7,watermelon,fruits,4.8549999999999995,kg,6414,63044.41,EUR,Store B,Switzerland,2020
8,pomegranate,fruits,2.4274999999999998,kg,641,64600.44,EUR,Store B,Switzerland,2020
9,pineapple,fruits,1.4565,piece,15462,87120.84,EUR,Store B,Switzerland,2020
10,mango,fruits,1.942,piece,14182,114662.28,EUR,Store B,Switzerland,2020
11,cucumber,vegetables,0.3884,piece,18574,121876.42,EUR,Store B,Switzerland,2020
12,carrot,vegetables,0.2913,kg,5395,123447.99,EUR,Store B,Switzerland,2020
13,capsicum,vegetables,0.4855,kg,8049,127355.78,EUR,Store B,Switzerland,2020
14,onion,vegetables,0.1942,kg,721,127495.8,EUR,Store B,Switzerland,2020
15,potato,vegetables,0.2913,kg,7185,129588.79,EUR,Store B,Switzerland,2020
16,lemon,vegetables,0.3884,kg,11896,134209.19,EUR,Store B,Switzerland,2020
17,tomato,vegetables,0.5826,kg,11251,140764.03,EUR,Store B,Switzerland,2020
18,raddish,vegetables,0.2913,kg,1078,141078.05,EUR,Store B,Switzerland,2020
19,beetroot,vegetables,0.3884,kg,2628,142098.76,EUR,Store B,Switzerland,2020
20,cabbage,vegetables,0.4855,piece,4525,144295.65,EUR,Store B,Switzerland,2020
21,lettuce,vegetables,0.5826,piece,13883,152383.89,EUR,Store B,Switzerland,2020
22,spinach,vegetables,0.6797,kg,9971,159161.17,EUR,Store B,Switzerland,2020
23,soy bean,vegetables,0.7768,kg,2766,161309.8,EUR,Store B,Switzerland,2020
24,cauliflower,vegetables,0.5826,piece,10948,167688.11,EUR,Store B,Switzerland,2020
25,bell pepper,vegetables,0.6797,kg,2504,169390.08,EUR,Store B,Switzerland,2020
26,chilli pepper,vegetables,0.4855,kg,2723,170712.09,EUR,Store B,Switzerland,2020
27,turnip,vegetables,0.3884,kg,6219,173127.55,EUR,Store B,Switzerland,2020
28,corn,vegetables,0.2913,kg,6896,175136.36,EUR,Store B,Switzerland,2020
29,sweetcorn,vegetables,0.3884,kg,1975,175903.45,EUR,Store B,Switzerland,2020
30,sweet potato,vegetables,0.4855,kg,17229,184268.13,EUR,Store B,Switzerland,2020
31,paprika,vegetables,1.942,kg,13323,210141.39,EUR,Store B,Switzerland,2020
32,jalepeno,vegetables,1.942,kg,6784,223315.92,EUR,Store B,Switzerland,2020
33,ginger,vegetables,1.4565,kg,4669,230116.32,EUR,Store B,Switzerland,2020
34,garlic,vegetables,1.4565,kg,9716,244267.67,EUR,Store B,Switzerland,2020
35,peas,vegetables,2.913,kg,24652,316078.95,EUR,Store B,Switzerland,2020
36,eggplant,vegetables,1.4565,kg,10664,331611.07,EUR,Store B,Switzerland,2020
1,banana,fruits,0.4855,kg,27901,13545.94,EUR,Store C,Switzerland,2020
2,apple,fruits,0.6797,kg,1909,14843.48,EUR,Store C,Switzerland,2020
3,pear,fruits,0.5826,kg,14977,23569.08,EUR,Store C,Switzerland,2020
4,grapes,fruits,1.1652,kg,18177,44748.92,EUR,Store C,Switzerland,2020
5,orange,fruits,0.7768,kg,13917,55559.65,EUR,Store C,Switzerland,2020
6,kiwi,fruits,0.8739,piece,1374,56760.39,EUR,Store C,Switzerland,2020
7,watermelon,fruits,4.8549999999999995,kg,5543,83671.65,EUR,Store C,Switzerland,2020
8,pomegranate,fruits,2.4274999999999998,kg,15251,120693.46,EUR,Store C,Switzerland,2020
9,pineapple,fruits,1.4565,piece,23190,154469.69,EUR,Store C,Switzerland,2020
10,mango,fruits,1.942,piece,3751,161754.13,EUR,Store C,Switzerland,2020
11,cucumber,vegetables,0.3884,piece,7421,164636.45,EUR,Store C,Switzerland,2020
12,carrot,vegetables,0.2913,kg,12352,168234.59,EUR,Store C,Switzerland,2020
13,capsicum,vegetables,0.4855,kg,11085,173616.35,EUR,Store C,Switzerland,2020
14,onion,vegetables,0.1942,kg,24937,178459.12,EUR,Store C,Switzerland,2020
15,potato,vegetables,0.2913,kg,13550,182406.23,EUR,Store C,Switzerland,2020
16,lemon,vegetables,0.3884,kg,14007,187846.55,EUR,Store C,Switzerland,2020
17,tomato,vegetables,0.5826,kg,6841,191832.12,EUR,Store C,Switzerland,2020
18,raddish,vegetables,0.2913,kg,9877,194709.29,EUR,Store C,Switzerland,2020
19,beetroot,vegetables,0.3884,kg,7076,197457.61,EUR,Store C,Switzerland,2020
20,cabbage,vegetables,0.4855,piece,4213,199503.02,EUR,Store C,Switzerland,2020
21,lettuce,vegetables,0.5826,piece,1740,200516.74,EUR,Store C,Switzerland,2020
22,spinach,vegetables,0.6797,kg,4834,203802.41,EUR,Store C,Switzerland,2020
23,soy bean,vegetables,0.7768,kg,16701,216775.75,EUR,Store C,Switzerland,2020
24,cauliflower,vegetables,0.5826,piece,9307,222198.01,EUR,Store C,Switzerland,2020
25,bell pepper,vegetables,0.6797,kg,6437,226573.24,EUR,Store C,Switzerland,2020
26,chilli pepper,vegetables,0.4855,kg,941,227030.09,EUR,Store C,Switzerland,2020
27,turnip,vegetables,0.3884,kg,1137,227471.7,EUR,Store C,Switzerland,2020
28,corn,vegetables,0.2913,kg,16010,232135.42,EUR,Store C,Switzerland,2020
29,sweetcorn,vegetables,0.3884,kg,9511,235829.49,EUR,Store C,Switzerland,2020
30,sweet potato,vegetables,0.4855,kg,7978,239702.81,EUR,Store C,Switzerland,2020
31,paprika,vegetables,1.942,kg,2686,244919.02,EUR,Store C,Switzerland,2020
32,jalepeno,vegetables,1.942,kg,9109,262608.7,EUR,Store C,Switzerland,2020
33,ginger,vegetables,1.4565,kg,18325,289299.06,EUR,Store C,Switzerland,2020
34,garlic,vegetables,1.4565,kg,28763,331192.37,EUR,Store C,Switzerland,2020
35,peas,vegetables,2.913,kg,10481,361723.52,EUR,Store C,Switzerland,2020
36,eggplant,vegetables,1.4565,kg,19356,389915.54,EUR,Store C,Switzerland,2020
1,banana,fruits,0.4855,kg,26136,12689.03,EUR,Store D,Switzerland,2020
2,apple,fruits,0.6797,kg,29227,32554.62,EUR,Store D,Switzerland,2020
3,pear,fruits,0.5826,kg,12029,39562.72,EUR,Store D,Switzerland,2020
4,grapes,fruits,1.1652,kg,2357,42309.09,EUR,Store D,Switzerland,2020
5,orange,fruits,0.7768,kg,12075,51688.95,EUR,Store D,Switzerland,2020
6,kiwi,fruits,0.8739,piece,11503,61741.42,EUR,Store D,Switzerland,2020
7,watermelon,fruits,4.8549999999999995,kg,8755,104246.95,EUR,Store D,Switzerland,2020
8,pomegranate,fruits,2.4274999999999998,kg,98,104484.84,EUR,Store D,Switzerland,2020
9,pineapple,fruits,1.4565,piece,15328,126810.08,EUR,Store D,Switzerland,2020
10,mango,fruits,1.942,piece,28299,181766.73,EUR,Store D,Switzerland,2020
11,cucumber,vegetables,0.3884,piece,7273,184591.57,EUR,Store D,Switzerland,2020
12,carrot,vegetables,0.2913,kg,4812,185993.3,EUR,Store D,Switzerland,2020
13,capsicum,vegetables,0.4855,kg,15243,193393.78,EUR,Store D,Switzerland,2020
14,onion,vegetables,0.1942,kg,18834,197051.34,EUR,Store D,Switzerland,2020
15,potato,vegetables,0.2913,kg,14402,201246.64,EUR,Store D,Switzerland,2020
16,lemon,vegetables,0.3884,kg,5944,203555.29,EUR,Store D,Switzerland,2020
17,tomato,vegetables,0.5826,kg,25643,218494.91,EUR,Store D,Switzerland,2020
18,raddish,vegetables,0.2913,kg,3540,219526.11,EUR,Store D,Switzerland,2020
19,beetroot,vegetables,0.3884,kg,12412,224346.93,EUR,Store D,Switzerland,2020
20,cabbage,vegetables,0.4855,piece,6733,227615.8,EUR,Store D,Switzerland,2020
21,lettuce,vegetables,0.5826,piece,272,227774.27,EUR,Store D,Switzerland,2020
22,spinach,vegetables,0.6797,kg,5385,231434.45,EUR,Store D,Switzerland,2020
23,soy bean,vegetables,0.7768,kg,7998,237647.3,EUR,Store D,Switzerland,2020
24,cauliflower,vegetables,0.5826,piece,10412,243713.33,EUR,Store D,Switzerland,2020
25,bell pepper,vegetables,0.6797,kg,13406,252825.39,EUR,Store D,Switzerland,2020
